name,team,date,injury,sport
Eric Gordon,Houston Rockets,11-01-2017,toe,basketball
Eric Gordon,Houston Rockets,25-01-2017,back,basketball
Eric Gordon,Houston Rockets,09-02-2017,back,basketball
Eric Gordon,Houston Rockets,28-10-2017,virus,basketball
Eric Gordon,Houston Rockets,22-11-2017,calf,basketball
Eric Gordon,Houston Rockets,01-02-2018,back,basketball
Eric Gordon,Houston Rockets,07-02-2018,back,basketball
Eric Gordon,Houston Rockets,14-02-2018,knee,basketball
Eric Gordon,Houston Rockets,23-02-2018,illness,basketball
Eric Gordon,Houston Rockets,30-03-2018,knee,basketball
Eric Gordon,Houston Rockets,05-04-2018,ankle,basketball
Eric Gordon,Houston Rockets,11-04-2018,ankle,basketball
Eric Gordon,Houston Rockets,03-11-2018,adductor,basketball
Eric Gordon,Houston Rockets,05-11-2018,adductor,basketball
Eric Gordon,Houston Rockets,30-12-2018,knee,basketball
Eric Gordon,Houston Rockets,31-12-2018,knee,basketball
Eric Gordon,Houston Rockets,04-02-2019,knee,basketball
Eric Gordon,Houston Rockets,28-02-2019,knee,basketball
Eric Gordon,Houston Rockets,06-11-2019,hamstring,basketball
Eric Gordon,Houston Rockets,12-11-2019,knee,basketball
Eric Gordon,Houston Rockets,12-11-2019,knee,basketball
Eric Gordon,Houston Rockets,09-01-2020,knee,basketball
Eric Gordon,Houston Rockets,09-02-2020,leg,basketball
Eric Gordon,Houston Rockets,26-02-2020,knee,basketball
Eric Gordon,Houston Rockets,06-03-2020,knee,basketball
Eric Gordon,Houston Rockets,07-03-2020,knee,basketball
Eric Gordon,Houston Rockets,29-07-2020,ankle,basketball
Eric Gordon,Houston Rockets,31-07-2020,ankle,basketball
David Nwaba,Houston Rockets,04-11-2017,ankle,basketball
David Nwaba,Houston Rockets,07-11-2017,ankle,basketball
David Nwaba,Houston Rockets,26-11-2018,knee,basketball
David Nwaba,Houston Rockets,28-11-2018,knee,basketball
David Nwaba,Houston Rockets,30-11-2018,knee,basketball
David Nwaba,Houston Rockets,25-12-2018,ankle,basketball
David Nwaba,Houston Rockets,26-12-2018,ankle,basketball
David Nwaba,Houston Rockets,20-12-2019,achilles,basketball
David Nwaba,Houston Rockets,21-12-2019,achilles,basketball
Kevin Porter Jr.,Houston Rockets,06-01-2020,knee,basketball
Kevin Porter Jr.,Houston Rockets,07-01-2020,knee,basketball
Kevin Porter Jr.,Houston Rockets,05-03-2020,concussion,basketball
Daniel Theis,Houston Rockets,28-02-2018,hamstring,basketball
Daniel Theis,Houston Rockets,12-03-2018,knee,basketball
Daniel Theis,Houston Rockets,14-03-2018,knee,basketball
Daniel Theis,Houston Rockets,29-10-2018,foot,basketball
Daniel Theis,Houston Rockets,30-10-2018,foot,basketball
Daniel Theis,Houston Rockets,14-03-2019,illness,basketball
Daniel Theis,Houston Rockets,26-10-2019,ankle,basketball
Daniel Theis,Houston Rockets,13-11-2019,finger,basketball
Daniel Theis,Houston Rockets,25-11-2019,illness,basketball
Daniel Theis,Houston Rockets,13-01-2020,knee,basketball
Daniel Theis,Houston Rockets,04-02-2020,ankle,basketball
Daniel Theis,Houston Rockets,05-02-2020,ankle,basketball
Daniel Theis,Houston Rockets,12-08-2020,foot,basketball
Khyri Thomas,Houston Rockets,16-01-2019,back,basketball
Khyri Thomas,Houston Rockets,11-11-2019,foot,basketball
Khyri Thomas,Houston Rockets,13-11-2019,foot,basketball
D.J. Wilson,Houston Rockets,17-10-2018,hamstring,basketball
D.J. Wilson,Houston Rockets,07-01-2019,hip,basketball
D.J. Wilson,Houston Rockets,08-05-2019,ankle,basketball
D.J. Wilson,Houston Rockets,19-05-2019,ankle,basketball
D.J. Wilson,Houston Rockets,06-03-2020,ankle,basketball
Christian Wood,Houston Rockets,02-11-2016,strep throat (DTD),basketball
Christian Wood,Houston Rockets,21-11-2016,ankle,basketball
Christian Wood,Houston Rockets,04-11-2018,finger,basketball
Christian Wood,Houston Rockets,08-01-2019,ankle,basketball
Christian Wood,Houston Rockets,19-12-2019,knee,basketball
Christian Wood,Houston Rockets,20-12-2019,knee,basketball
Christian Wood,Houston Rockets,14-03-2020,virus,basketball
Steven Adams,Memphis Grizzlies,25-01-2015,migraine,basketball
Steven Adams,Memphis Grizzlies,09-02-2015,finger,basketball
Steven Adams,Memphis Grizzlies,09-02-2015,finger,basketball
Steven Adams,Memphis Grizzlies,22-01-2016,elbow,basketball
Steven Adams,Memphis Grizzlies,16-01-2017,concussion,basketball
Steven Adams,Memphis Grizzlies,10-11-2017,calf,basketball
Steven Adams,Memphis Grizzlies,16-12-2017,concussion,basketball
Steven Adams,Memphis Grizzlies,13-03-2018,hip,basketball
Steven Adams,Memphis Grizzlies,28-10-2018,calf,basketball
Steven Adams,Memphis Grizzlies,29-01-2019,ankle,basketball
Steven Adams,Memphis Grizzlies,30-10-2019,knee,basketball
Steven Adams,Memphis Grizzlies,10-11-2019,knee,basketball
Steven Adams,Memphis Grizzlies,17-01-2020,knee,basketball
Steven Adams,Memphis Grizzlies,22-01-2020,ankle,basketball
Steven Adams,Memphis Grizzlies,07-08-2020,leg,basketball
Kyle Anderson,Memphis Grizzlies,06-01-2015,ankle,basketball
Kyle Anderson,Memphis Grizzlies,09-02-2016,illness,basketball
Kyle Anderson,Memphis Grizzlies,09-03-2017,knee,basketball
Kyle Anderson,Memphis Grizzlies,04-12-2017,knee,basketball
Kyle Anderson,Memphis Grizzlies,15-12-2018,ankle,basketball
Kyle Anderson,Memphis Grizzlies,13-01-2019,ankle,basketball
Kyle Anderson,Memphis Grizzlies,14-01-2019,ankle,basketball
Kyle Anderson,Memphis Grizzlies,01-02-2019,shoulder,basketball
Kyle Anderson,Memphis Grizzlies,09-02-2019,shoulder,basketball
Kyle Anderson,Memphis Grizzlies,27-11-2019,heel,basketball
Kyle Anderson,Memphis Grizzlies,30-11-2019,heel,basketball
Kyle Anderson,Memphis Grizzlies,01-12-2019,heel,basketball
Dillon Brooks,Memphis Grizzlies,11-11-2018,knee,basketball
Dillon Brooks,Memphis Grizzlies,12-11-2018,knee,basketball
Dillon Brooks,Memphis Grizzlies,07-01-2019,toe,basketball
Dillon Brooks,Memphis Grizzlies,09-01-2019,toe,basketball
Brandon Clarke,Memphis Grizzlies,09-11-2019,back,basketball
Brandon Clarke,Memphis Grizzlies,02-12-2019,hip,basketball
Brandon Clarke,Memphis Grizzlies,03-12-2019,abdominal_muscle,basketball
Brandon Clarke,Memphis Grizzlies,07-12-2019,abdominal_muscle,basketball
Brandon Clarke,Memphis Grizzlies,12-12-2019,abdominal_muscle,basketball
Brandon Clarke,Memphis Grizzlies,31-01-2020,hip,basketball
Brandon Clarke,Memphis Grizzlies,25-02-2020,quadriceps,basketball
Brandon Clarke,Memphis Grizzlies,28-02-2020,quadriceps,basketball
Jarrett Culver,Memphis Grizzlies,18-12-2019,illness,basketball
Tim Frazier,Memphis Grizzlies,14-12-2016,wrist,basketball
Tim Frazier,Memphis Grizzlies,15-12-2016,wrist,basketball
Tim Frazier,Memphis Grizzlies,11-02-2018,nose,basketball
Tim Frazier,Memphis Grizzlies,02-11-2019,shoulder,basketball
Tim Frazier,Memphis Grizzlies,21-01-2020,illness,basketball
Tim Frazier,Memphis Grizzlies,22-01-2020,illness,basketball
Jaren Jackson Jr.,Memphis Grizzlies,01-02-2019,quadriceps,basketball
Jaren Jackson Jr.,Memphis Grizzlies,22-02-2019,quadriceps,basketball
Jaren Jackson Jr.,Memphis Grizzlies,04-11-2019,knee,basketball
Jaren Jackson Jr.,Memphis Grizzlies,23-02-2020,knee,basketball
Jaren Jackson Jr.,Memphis Grizzlies,24-02-2020,knee,basketball
Jaren Jackson Jr.,Memphis Grizzlies,04-08-2020,knee,basketball
Jaren Jackson Jr.,Memphis Grizzlies,05-08-2020,knee,basketball
Tyus Jones,Memphis Grizzlies,23-04-2018,knee,basketball
Tyus Jones,Memphis Grizzlies,31-10-2018,foot,basketball
Tyus Jones,Memphis Grizzlies,18-01-2019,ankle,basketball
Tyus Jones,Memphis Grizzlies,30-07-2020,knee,basketball
De'Anthony Melton,Memphis Grizzlies,25-01-2019,ankle,basketball
De'Anthony Melton,Memphis Grizzlies,28-01-2020,hand,basketball
De'Anthony Melton,Memphis Grizzlies,29-01-2020,hand,basketball
Ja Morant,Memphis Grizzlies,30-11-2019,back,basketball
Ja Morant,Memphis Grizzlies,01-12-2019,back,basketball
Ja Morant,Memphis Grizzlies,12-12-2019,back,basketball
Ja Morant,Memphis Grizzlies,13-12-2019,back,basketball
Jontay Porter,Memphis Grizzlies,10-03-2020,knee,basketball
Nickeil Alexander-Walker,New Orleans Pelicans,04-02-2020,illness,basketball
Nickeil Alexander-Walker,New Orleans Pelicans,06-03-2020,wrist,basketball
Nickeil Alexander-Walker,New Orleans Pelicans,08-03-2020,wrist,basketball
Wenyen Gabriel,New Orleans Pelicans,29-08-2020,quadriceps,basketball
Devonte' Graham,New Orleans Pelicans,11-02-2019,illness,basketball
Devonte' Graham,New Orleans Pelicans,03-03-2020,ankle,basketball
Josh Hart,New Orleans Pelicans,19-10-2017,heel,basketball
Josh Hart,New Orleans Pelicans,28-02-2018,hand,basketball
Josh Hart,New Orleans Pelicans,01-03-2018,hand,basketball
Josh Hart,New Orleans Pelicans,02-03-2018,hand,basketball
Josh Hart,New Orleans Pelicans,05-02-2019,knee,basketball
Josh Hart,New Orleans Pelicans,11-02-2019,knee,basketball
Josh Hart,New Orleans Pelicans,15-03-2019,knee,basketball
Josh Hart,New Orleans Pelicans,22-03-2019,knee,basketball
Josh Hart,New Orleans Pelicans,28-03-2019,knee,basketball
Josh Hart,New Orleans Pelicans,13-11-2019,knee,basketball
Willy Hernangomez,New Orleans Pelicans,01-03-2017,ankle,basketball
Willy Hernangomez,New Orleans Pelicans,21-11-2018,ankle,basketball
Brandon Ingram,New Orleans Pelicans,26-03-2017,knee,basketball
Brandon Ingram,New Orleans Pelicans,23-12-2017,quadriceps,basketball
Brandon Ingram,New Orleans Pelicans,15-01-2018,ankle,basketball
Brandon Ingram,New Orleans Pelicans,19-01-2018,ankle,basketball
Brandon Ingram,New Orleans Pelicans,03-03-2018,hip,basketball
Brandon Ingram,New Orleans Pelicans,01-04-2018,concussion,basketball
Brandon Ingram,New Orleans Pelicans,06-12-2018,ankle,basketball
Brandon Ingram,New Orleans Pelicans,07-12-2018,ankle,basketball
Brandon Ingram,New Orleans Pelicans,04-03-2019,shoulder,basketball
Brandon Ingram,New Orleans Pelicans,09-03-2019,arm,basketball
Brandon Ingram,New Orleans Pelicans,11-11-2019,knee,basketball
Brandon Ingram,New Orleans Pelicans,13-01-2020,knee,basketball
Brandon Ingram,New Orleans Pelicans,08-02-2020,ankle,basketball
Brandon Ingram,New Orleans Pelicans,10-08-2020,knee,basketball
Tomas Satoransky,New Orleans Pelicans,10-01-2017,illness,basketball
Garrett Temple,New Orleans Pelicans,19-03-2011,ankle,basketball
Garrett Temple,New Orleans Pelicans,23-03-2011,ankle,basketball
Garrett Temple,New Orleans Pelicans,12-03-2015,hamstring,basketball
Garrett Temple,New Orleans Pelicans,02-02-2017,hamstring,basketball
Garrett Temple,New Orleans Pelicans,04-02-2017,hamstring,basketball
Garrett Temple,New Orleans Pelicans,28-01-2018,ankle,basketball
Garrett Temple,New Orleans Pelicans,26-02-2018,back,basketball
Garrett Temple,New Orleans Pelicans,21-03-2018,ankle,basketball
Garrett Temple,New Orleans Pelicans,22-03-2018,ankle,basketball
Garrett Temple,New Orleans Pelicans,26-01-2019,shoulder,basketball
Garrett Temple,New Orleans Pelicans,02-01-2020,knee,basketball
Garrett Temple,New Orleans Pelicans,10-01-2020,knee,basketball
Garrett Temple,New Orleans Pelicans,13-01-2020,knee,basketball
Garrett Temple,New Orleans Pelicans,14-01-2020,knee,basketball
Garrett Temple,New Orleans Pelicans,04-03-2020,ankle,basketball
Jonas Valanciunas,New Orleans Pelicans,21-12-2012,finger,basketball
Jonas Valanciunas,New Orleans Pelicans,26-12-2012,finger,basketball
Jonas Valanciunas,New Orleans Pelicans,12-04-2013,neck,basketball
Jonas Valanciunas,New Orleans Pelicans,19-03-2014,back,basketball
Jonas Valanciunas,New Orleans Pelicans,05-11-2014,hand,basketball
Jonas Valanciunas,New Orleans Pelicans,21-11-2015,hand,basketball
Jonas Valanciunas,New Orleans Pelicans,22-11-2015,hand,basketball
Jonas Valanciunas,New Orleans Pelicans,15-03-2016,hand,basketball
Jonas Valanciunas,New Orleans Pelicans,07-05-2016,ankle,basketball
Jonas Valanciunas,New Orleans Pelicans,09-05-2016,ankle,basketball
Jonas Valanciunas,New Orleans Pelicans,06-11-2016,knee,basketball
Jonas Valanciunas,New Orleans Pelicans,21-10-2017,ankle,basketball
Jonas Valanciunas,New Orleans Pelicans,23-10-2017,ankle,basketball
Jonas Valanciunas,New Orleans Pelicans,13-12-2018,thumb,basketball
Jonas Valanciunas,New Orleans Pelicans,14-12-2018,thumb,basketball
Jonas Valanciunas,New Orleans Pelicans,01-04-2019,ankle,basketball
Jonas Valanciunas,New Orleans Pelicans,03-04-2019,ankle,basketball
Jonas Valanciunas,New Orleans Pelicans,01-12-2019,illness,basketball
Jonas Valanciunas,New Orleans Pelicans,21-12-2019,foot,basketball
Zion Williamson,New Orleans Pelicans,18-10-2019,knee,basketball
Zion Williamson,New Orleans Pelicans,21-10-2019,knee,basketball
Zion Williamson,New Orleans Pelicans,22-10-2019,knee,basketball
Zion Williamson,New Orleans Pelicans,08-02-2020,ankle,basketball
Zion Williamson,New Orleans Pelicans,10-08-2020,knee,basketball
Al-Farouq Aminu,San Antonio Spurs,13-03-2015,shoulder,basketball
Al-Farouq Aminu,San Antonio Spurs,09-11-2016,calf,basketball
Al-Farouq Aminu,San Antonio Spurs,10-12-2016,back,basketball
Al-Farouq Aminu,San Antonio Spurs,13-12-2016,back,basketball
Al-Farouq Aminu,San Antonio Spurs,14-02-2017,knee,basketball
Al-Farouq Aminu,San Antonio Spurs,02-11-2017,ankle,basketball
Al-Farouq Aminu,San Antonio Spurs,01-12-2019,knee,basketball
Al-Farouq Aminu,San Antonio Spurs,08-01-2020,knee,basketball
Keita Bates-Diop,San Antonio Spurs,30-12-2018,illness,basketball
Keita Bates-Diop,San Antonio Spurs,11-12-2019,illness,basketball
Keita Bates-Diop,San Antonio Spurs,09-03-2020,knee,basketball
Zach Collins,San Antonio Spurs,18-10-2017,illness,basketball
Zach Collins,San Antonio Spurs,28-10-2019,shoulder,basketball
Zach Collins,San Antonio Spurs,02-11-2019,shoulder,basketball
Zach Collins,San Antonio Spurs,04-11-2019,shoulder,basketball
Zach Collins,San Antonio Spurs,17-08-2020,ankle,basketball
Zach Collins,San Antonio Spurs,21-08-2020,ankle,basketball
Bryn Forbes,San Antonio Spurs,30-07-2020,quadriceps,basketball
Doug McDermott,San Antonio Spurs,02-12-2014,knee,basketball
Doug McDermott,San Antonio Spurs,13-12-2014,knee,basketball
Doug McDermott,San Antonio Spurs,25-03-2015,back,basketball
Doug McDermott,San Antonio Spurs,28-12-2015,knee,basketball
Doug McDermott,San Antonio Spurs,01-11-2016,concussion,basketball
Doug McDermott,San Antonio Spurs,02-11-2016,concussion,basketball
Doug McDermott,San Antonio Spurs,12-11-2016,concussion,basketball
Doug McDermott,San Antonio Spurs,15-11-2016,concussion,basketball
Doug McDermott,San Antonio Spurs,26-12-2016,shin,basketball
Doug McDermott,San Antonio Spurs,09-04-2017,knee,basketball
Doug McDermott,San Antonio Spurs,11-04-2017,knee,basketball
Doug McDermott,San Antonio Spurs,10-04-2018,elbow,basketball
Doug McDermott,San Antonio Spurs,02-02-2019,rib,basketball
Doug McDermott,San Antonio Spurs,06-03-2020,toe,basketball
Doug McDermott,San Antonio Spurs,06-08-2020,knee,basketball
Dejounte Murray,San Antonio Spurs,13-01-2017,ankle,basketball
Dejounte Murray,San Antonio Spurs,14-01-2017,ankle,basketball
Dejounte Murray,San Antonio Spurs,11-03-2017,groin,basketball
Dejounte Murray,San Antonio Spurs,13-03-2017,groin,basketball
Dejounte Murray,San Antonio Spurs,09-02-2018,ankle,basketball
Dejounte Murray,San Antonio Spurs,07-10-2018,knee,basketball
Dejounte Murray,San Antonio Spurs,17-10-2018,knee,basketball
Dejounte Murray,San Antonio Spurs,09-03-2020,calf,basketball
Dejounte Murray,San Antonio Spurs,10-03-2020,calf,basketball
Jakob Poeltl,San Antonio Spurs,10-11-2018,ankle,basketball
Jakob Poeltl,San Antonio Spurs,06-03-2019,hamstring,basketball
Jakob Poeltl,San Antonio Spurs,01-03-2020,knee,basketball
Jakob Poeltl,San Antonio Spurs,02-03-2020,knee,basketball
Lonnie Walker IV,San Antonio Spurs,17-10-2018,knee,basketball
Lonnie Walker IV,San Antonio Spurs,07-02-2019,ankle,basketball
Lonnie Walker IV,San Antonio Spurs,08-03-2020,shin,basketball
Derrick White,San Antonio Spurs,05-11-2017,wrist,basketball
Derrick White,San Antonio Spurs,12-10-2018,foot,basketball
Derrick White,San Antonio Spurs,17-10-2018,foot,basketball
Derrick White,San Antonio Spurs,03-02-2019,heel,basketball
Derrick White,San Antonio Spurs,04-02-2019,heel,basketball
Derrick White,San Antonio Spurs,24-02-2019,heel,basketball
Derrick White,San Antonio Spurs,19-11-2019,foot,basketball
Derrick White,San Antonio Spurs,20-11-2019,foot,basketball
Thaddeus Young,San Antonio Spurs,05-02-2013,hamstring,basketball
Thaddeus Young,San Antonio Spurs,06-02-2013,hamstring,basketball
Thaddeus Young,San Antonio Spurs,27-03-2015,knee,basketball
Thaddeus Young,San Antonio Spurs,04-02-2017,wrist,basketball
Thaddeus Young,San Antonio Spurs,10-04-2019,hand,basketball
Will Barton,Denver Nuggets,30-11-2014,virus,basketball
Will Barton,Denver Nuggets,01-11-2016,ankle,basketball
Will Barton,Denver Nuggets,03-11-2016,ankle,basketball
Will Barton,Denver Nuggets,25-11-2016,ankle,basketball
Will Barton,Denver Nuggets,27-11-2016,ankle,basketball
Will Barton,Denver Nuggets,31-01-2017,ankle,basketball
Will Barton,Denver Nuggets,01-02-2017,ankle,basketball
Will Barton,Denver Nuggets,31-03-2017,foot,basketball
Will Barton,Denver Nuggets,13-12-2017,back,basketball
Will Barton,Denver Nuggets,21-10-2018,hip,basketball
Will Barton,Denver Nuggets,31-10-2019,toe,basketball
Will Barton,Denver Nuggets,05-02-2020,knee,basketball
Will Barton,Denver Nuggets,31-07-2020,knee,basketball
Bol Bol,Denver Nuggets,23-10-2019,foot,basketball
Bol Bol,Denver Nuggets,24-11-2019,foot,basketball
Vlatko Cancar,Denver Nuggets,31-07-2020,foot,basketball
Aaron Gordon,Denver Nuggets,16-11-2014,foot,basketball
Aaron Gordon,Denver Nuggets,26-11-2014,foot,basketball
Aaron Gordon,Denver Nuggets,04-02-2015,foot,basketball
Aaron Gordon,Denver Nuggets,27-02-2015,ankle,basketball
Aaron Gordon,Denver Nuggets,08-12-2015,ankle,basketball
Aaron Gordon,Denver Nuggets,07-04-2016,concussion,basketball
Aaron Gordon,Denver Nuggets,08-04-2016,concussion,basketball
Aaron Gordon,Denver Nuggets,08-02-2017,foot,basketball
Aaron Gordon,Denver Nuggets,20-10-2017,ankle,basketball
Aaron Gordon,Denver Nuggets,09-12-2017,concussion,basketball
Aaron Gordon,Denver Nuggets,13-12-2017,concussion,basketball
Aaron Gordon,Denver Nuggets,16-12-2017,calf,basketball
Aaron Gordon,Denver Nuggets,17-12-2017,calf,basketball
Aaron Gordon,Denver Nuggets,30-01-2018,hip,basketball
Aaron Gordon,Denver Nuggets,09-03-2018,concussion,basketball
Aaron Gordon,Denver Nuggets,06-04-2018,calf,basketball
Aaron Gordon,Denver Nuggets,11-11-2018,ankle,basketball
Aaron Gordon,Denver Nuggets,28-11-2018,back,basketball
Aaron Gordon,Denver Nuggets,19-01-2019,back,basketball
Aaron Gordon,Denver Nuggets,21-01-2019,back,basketball
Aaron Gordon,Denver Nuggets,21-11-2019,ankle,basketball
Aaron Gordon,Denver Nuggets,23-11-2019,ankle,basketball
Aaron Gordon,Denver Nuggets,30-12-2019,achilles,basketball
Aaron Gordon,Denver Nuggets,10-01-2020,calf,basketball
Aaron Gordon,Denver Nuggets,02-03-2020,knee,basketball
Aaron Gordon,Denver Nuggets,07-08-2020,hamstring,basketball
JaMychal Green,Denver Nuggets,04-01-2017,fractured facial bone (DTD),basketball
JaMychal Green,Denver Nuggets,25-01-2017,knee,basketball
JaMychal Green,Denver Nuggets,29-03-2017,shoulder,basketball
JaMychal Green,Denver Nuggets,19-10-2017,ankle,basketball
JaMychal Green,Denver Nuggets,21-10-2017,ankle,basketball
JaMychal Green,Denver Nuggets,23-12-2017,knee,basketball
JaMychal Green,Denver Nuggets,21-01-2018,ankle,basketball
JaMychal Green,Denver Nuggets,22-01-2018,ankle,basketball
JaMychal Green,Denver Nuggets,02-03-2018,illness,basketball
JaMychal Green,Denver Nuggets,01-04-2018,knee,basketball
JaMychal Green,Denver Nuggets,20-10-2018,jaw,basketball
JaMychal Green,Denver Nuggets,02-11-2018,jaw,basketball
JaMychal Green,Denver Nuggets,28-01-2019,knee,basketball
JaMychal Green,Denver Nuggets,05-02-2019,knee,basketball
JaMychal Green,Denver Nuggets,07-02-2019,knee,basketball
JaMychal Green,Denver Nuggets,03-12-2019,tailbone,basketball
JaMychal Green,Denver Nuggets,09-12-2019,tailbone,basketball
Jeff Green,Denver Nuggets,07-11-2010,ankle,basketball
Jeff Green,Denver Nuggets,15-11-2010,ankle,basketball
Jeff Green,Denver Nuggets,17-12-2011,surgery on heart to repair aortic aneurysm (out for season),basketball
Jeff Green,Denver Nuggets,19-03-2016,lacerated forehead (DTD),basketball
Jeff Green,Denver Nuggets,27-11-2016,back,basketball
Jeff Green,Denver Nuggets,22-03-2017,back,basketball
Jeff Green,Denver Nuggets,27-02-2018,back,basketball
Jeff Green,Denver Nuggets,03-03-2018,back,basketball
Jeff Green,Denver Nuggets,25-03-2018,illness,basketball
Jeff Green,Denver Nuggets,01-12-2018,back,basketball
Jeff Green,Denver Nuggets,05-12-2018,back,basketball
Shaquille Harrison,Denver Nuggets,23-10-2019,hamstring,basketball
Nikola Jokic,Denver Nuggets,03-11-2015,back,basketball
Nikola Jokic,Denver Nuggets,02-12-2016,wrist,basketball
Nikola Jokic,Denver Nuggets,06-01-2017,illness,basketball
Nikola Jokic,Denver Nuggets,27-01-2017,hip,basketball
Nikola Jokic,Denver Nuggets,01-02-2017,hip,basketball
Nikola Jokic,Denver Nuggets,06-03-2017,illness,basketball
Nikola Jokic,Denver Nuggets,30-11-2017,ankle,basketball
Nikola Jokic,Denver Nuggets,02-12-2017,ankle,basketball
Jamal Murray,Denver Nuggets,07-12-2016,quadriceps,basketball
Jamal Murray,Denver Nuggets,27-04-2017,core_muscle,basketball
Jamal Murray,Denver Nuggets,17-01-2018,concussion,basketball
Jamal Murray,Denver Nuggets,26-01-2019,ankle,basketball
Jamal Murray,Denver Nuggets,16-01-2020,ankle,basketball
Jamal Murray,Denver Nuggets,01-08-2020,hamstring,basketball
Michael Porter Jr.,Denver Nuggets,17-10-2018,back,basketball
Michael Porter Jr.,Denver Nuggets,22-01-2020,back,basketball
Michael Porter Jr.,Denver Nuggets,01-02-2020,ankle,basketball
Michael Porter Jr.,Denver Nuggets,02-02-2020,ankle,basketball
Austin Rivers,Denver Nuggets,27-07-2012,ankle,basketball
Austin Rivers,Denver Nuggets,07-11-2012,finger,basketball
Austin Rivers,Denver Nuggets,07-03-2013,hand,basketball
Austin Rivers,Denver Nuggets,09-03-2013,hand,basketball
Austin Rivers,Denver Nuggets,26-03-2014,illness,basketball
Austin Rivers,Denver Nuggets,19-02-2015,ankle,basketball
Austin Rivers,Denver Nuggets,21-12-2015,ankle,basketball
Austin Rivers,Denver Nuggets,26-12-2015,ankle,basketball
Austin Rivers,Denver Nuggets,05-02-2016,hand,basketball
Austin Rivers,Denver Nuggets,07-02-2016,hand,basketball
Austin Rivers,Denver Nuggets,06-04-2016,ankle,basketball
Austin Rivers,Denver Nuggets,11-12-2016,concussion,basketball
Austin Rivers,Denver Nuggets,08-01-2017,illness,basketball
Austin Rivers,Denver Nuggets,30-03-2017,hamstring,basketball
Austin Rivers,Denver Nuggets,05-04-2017,hamstring,basketball
Austin Rivers,Denver Nuggets,15-04-2017,hamstring,basketball
Austin Rivers,Denver Nuggets,15-12-2017,concussion,basketball
Austin Rivers,Denver Nuggets,30-12-2017,achilles,basketball
Austin Rivers,Denver Nuggets,02-01-2018,achilles,basketball
Austin Rivers,Denver Nuggets,04-01-2018,ankle,basketball
Austin Rivers,Denver Nuggets,09-04-2018,elbow,basketball
Austin Rivers,Denver Nuggets,12-02-2019,elbow,basketball
Austin Rivers,Denver Nuggets,28-04-2019,illness,basketball
Austin Rivers,Denver Nuggets,09-12-2019,flu,basketball
Austin Rivers,Denver Nuggets,11-12-2019,flu,basketball
Austin Rivers,Denver Nuggets,17-01-2020,thumb,basketball
Austin Rivers,Denver Nuggets,18-01-2020,thumb,basketball
Malik Beasley,Minnesota Timberwolves,30-12-2017,elbow,basketball
Malik Beasley,Minnesota Timberwolves,12-11-2019,illness,basketball
Patrick Beverley,Minnesota Timberwolves,01-11-2013,rib,basketball
Patrick Beverley,Minnesota Timberwolves,21-12-2013,hand,basketball
Patrick Beverley,Minnesota Timberwolves,23-12-2013,hand,basketball
Patrick Beverley,Minnesota Timberwolves,12-02-2014,abdominal_muscle,basketball
Patrick Beverley,Minnesota Timberwolves,28-03-2014,knee,basketball
Patrick Beverley,Minnesota Timberwolves,29-03-2014,knee,basketball
Patrick Beverley,Minnesota Timberwolves,01-04-2014,knee,basketball
Patrick Beverley,Minnesota Timberwolves,02-04-2014,knee,basketball
Patrick Beverley,Minnesota Timberwolves,04-04-2014,knee,basketball
Patrick Beverley,Minnesota Timberwolves,06-04-2014,knee,basketball
Patrick Beverley,Minnesota Timberwolves,08-04-2014,knee,basketball
Patrick Beverley,Minnesota Timberwolves,09-04-2014,knee,basketball
Patrick Beverley,Minnesota Timberwolves,11-04-2014,knee,basketball
Patrick Beverley,Minnesota Timberwolves,01-11-2014,hamstring,basketball
Patrick Beverley,Minnesota Timberwolves,06-11-2014,hamstring,basketball
Patrick Beverley,Minnesota Timberwolves,24-11-2014,hamstring,basketball
Patrick Beverley,Minnesota Timberwolves,23-02-2015,illness,basketball
Patrick Beverley,Minnesota Timberwolves,25-03-2015,wrist,basketball
Patrick Beverley,Minnesota Timberwolves,31-03-2015,wrist,basketball
Patrick Beverley,Minnesota Timberwolves,04-11-2015,concussion,basketball
Patrick Beverley,Minnesota Timberwolves,06-11-2015,concussion,basketball
Patrick Beverley,Minnesota Timberwolves,14-11-2015,ankle,basketball
Patrick Beverley,Minnesota Timberwolves,17-01-2016,ankle,basketball
Patrick Beverley,Minnesota Timberwolves,20-01-2016,ankle,basketball
Patrick Beverley,Minnesota Timberwolves,22-10-2016,knee,basketball
Patrick Beverley,Minnesota Timberwolves,23-10-2016,knee,basketball
Patrick Beverley,Minnesota Timberwolves,26-10-2016,knee,basketball
Patrick Beverley,Minnesota Timberwolves,27-12-2016,quadriceps,basketball
Patrick Beverley,Minnesota Timberwolves,31-12-2016,wrist,basketball
Patrick Beverley,Minnesota Timberwolves,10-04-2017,shoulder,basketball
Patrick Beverley,Minnesota Timberwolves,09-11-2017,knee,basketball
Patrick Beverley,Minnesota Timberwolves,10-11-2017,knee,basketball
Patrick Beverley,Minnesota Timberwolves,22-11-2017,knee,basketball
Patrick Beverley,Minnesota Timberwolves,22-11-2017,knee,basketball
Patrick Beverley,Minnesota Timberwolves,28-03-2019,hip,basketball
Patrick Beverley,Minnesota Timberwolves,03-04-2019,hip,basketball
Patrick Beverley,Minnesota Timberwolves,14-11-2019,calf,basketball
