name,team,date,injury,sport
Trevor Ariza,Los Angeles Lakers,12-12-2012,calf,basketball
Trevor Ariza,Los Angeles Lakers,14-12-2012,calf,basketball
Trevor Ariza,Los Angeles Lakers,18-12-2012,calf,basketball
Trevor Ariza,Los Angeles Lakers,21-12-2012,calf,basketball
Trevor Ariza,Los Angeles Lakers,22-12-2012,calf,basketball
Trevor Ariza,Los Angeles Lakers,28-12-2012,calf,basketball
Trevor Ariza,Los Angeles Lakers,29-12-2012,calf,basketball
Trevor Ariza,Los Angeles Lakers,01-01-2013,calf,basketball
Trevor Ariza,Los Angeles Lakers,02-01-2013,calf,basketball
Trevor Ariza,Los Angeles Lakers,04-01-2013,calf,basketball
Trevor Ariza,Los Angeles Lakers,06-01-2013,calf,basketball
Trevor Ariza,Los Angeles Lakers,16-03-2013,knee,basketball
Trevor Ariza,Los Angeles Lakers,09-04-2013,knee,basketball
Trevor Ariza,Los Angeles Lakers,10-04-2013,knee,basketball
Trevor Ariza,Los Angeles Lakers,12-04-2013,knee,basketball
Trevor Ariza,Los Angeles Lakers,15-04-2013,knee,basketball
Trevor Ariza,Los Angeles Lakers,17-04-2013,knee,basketball
Trevor Ariza,Los Angeles Lakers,16-11-2013,hamstring,basketball
Trevor Ariza,Los Angeles Lakers,19-11-2013,hamstring,basketball
Trevor Ariza,Los Angeles Lakers,20-11-2013,hamstring,basketball
Trevor Ariza,Los Angeles Lakers,22-11-2013,hamstring,basketball
Trevor Ariza,Los Angeles Lakers,23-11-2013,hamstring,basketball
Trevor Ariza,Los Angeles Lakers,09-12-2015,back,basketball
Trevor Ariza,Los Angeles Lakers,24-10-2017,foot,basketball
Trevor Ariza,Los Angeles Lakers,25-10-2017,foot,basketball
Trevor Ariza,Los Angeles Lakers,29-01-2018,hamstring,basketball
Trevor Ariza,Los Angeles Lakers,30-01-2018,hamstring,basketball
Trevor Ariza,Los Angeles Lakers,11-04-2018,leg,basketball
Trevor Ariza,Los Angeles Lakers,21-03-2019,groin,basketball
Trevor Ariza,Los Angeles Lakers,23-03-2019,groin,basketball
Trevor Ariza,Los Angeles Lakers,27-03-2019,groin,basketball
Trevor Ariza,Los Angeles Lakers,29-03-2019,groin,basketball
Trevor Ariza,Los Angeles Lakers,15-11-2019,groin,basketball
Trevor Ariza,Los Angeles Lakers,19-11-2019,groin,basketball
Trevor Ariza,Los Angeles Lakers,28-12-2019,illness,basketball
Kent Bazemore,Los Angeles Lakers,07-04-2014,foot,basketball
Kent Bazemore,Los Angeles Lakers,08-04-2014,foot,basketball
Kent Bazemore,Los Angeles Lakers,11-04-2014,foot,basketball
Kent Bazemore,Los Angeles Lakers,13-04-2014,foot,basketball
Kent Bazemore,Los Angeles Lakers,14-04-2014,foot,basketball
Kent Bazemore,Los Angeles Lakers,16-04-2014,foot,basketball
Kent Bazemore,Los Angeles Lakers,16-04-2014,foot,basketball
Kent Bazemore,Los Angeles Lakers,16-11-2015,ankle,basketball
Kent Bazemore,Los Angeles Lakers,17-11-2015,ankle,basketball
Kent Bazemore,Los Angeles Lakers,17-03-2016,knee,basketball
Kent Bazemore,Los Angeles Lakers,07-04-2016,knee,basketball
Kent Bazemore,Los Angeles Lakers,07-12-2016,knee,basketball
Kent Bazemore,Los Angeles Lakers,19-03-2017,knee,basketball
Kent Bazemore,Los Angeles Lakers,20-03-2017,knee,basketball
Kent Bazemore,Los Angeles Lakers,07-04-2017,knee,basketball
Kent Bazemore,Los Angeles Lakers,12-03-2018,knee,basketball
Kent Bazemore,Los Angeles Lakers,13-03-2018,knee,basketball
Kent Bazemore,Los Angeles Lakers,30-12-2018,ankle,basketball
Kent Bazemore,Los Angeles Lakers,31-12-2018,ankle,basketball
Kent Bazemore,Los Angeles Lakers,05-04-2019,adductor,basketball
Kent Bazemore,Los Angeles Lakers,07-08-2020,calf,basketball
Anthony Davis,Los Angeles Lakers,03-11-2012,concussion,basketball
Anthony Davis,Los Angeles Lakers,07-11-2012,concussion,basketball
Anthony Davis,Los Angeles Lakers,20-11-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,21-11-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,23-11-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,25-11-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,26-11-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,28-11-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,01-12-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,03-12-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,05-12-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,07-12-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,08-12-2012,ankle,basketball
Anthony Davis,Los Angeles Lakers,27-02-2013,shoulder,basketball
Anthony Davis,Los Angeles Lakers,01-03-2013,shoulder,basketball
Anthony Davis,Los Angeles Lakers,11-04-2013,knee,basketball
Anthony Davis,Los Angeles Lakers,12-04-2013,knee,basketball
Anthony Davis,Los Angeles Lakers,14-04-2013,knee,basketball
Anthony Davis,Los Angeles Lakers,17-04-2013,knee,basketball
Anthony Davis,Los Angeles Lakers,01-12-2013,hand,basketball
Anthony Davis,Los Angeles Lakers,02-12-2013,hand,basketball
Anthony Davis,Los Angeles Lakers,29-01-2014,finger,basketball
Anthony Davis,Los Angeles Lakers,29-03-2014,ankle,basketball
Anthony Davis,Los Angeles Lakers,09-04-2014,back,basketball
Anthony Davis,Los Angeles Lakers,11-04-2014,back,basketball
Anthony Davis,Los Angeles Lakers,12-04-2014,back,basketball
Anthony Davis,Los Angeles Lakers,14-04-2014,back,basketball
Anthony Davis,Los Angeles Lakers,16-04-2014,back,basketball
Anthony Davis,Los Angeles Lakers,14-12-2014,chest,basketball
Anthony Davis,Los Angeles Lakers,16-01-2015,toe,basketball
Anthony Davis,Los Angeles Lakers,30-01-2015,groin,basketball
Anthony Davis,Los Angeles Lakers,09-02-2015,shoulder,basketball
Anthony Davis,Los Angeles Lakers,22-02-2015,shoulder,basketball
Anthony Davis,Los Angeles Lakers,19-03-2015,ankle,basketball
Anthony Davis,Los Angeles Lakers,11-11-2015,hip,basketball
Anthony Davis,Los Angeles Lakers,18-11-2015,shoulder,basketball
Anthony Davis,Los Angeles Lakers,08-01-2016,back,basketball
Anthony Davis,Los Angeles Lakers,25-01-2016,concussion,basketball
Anthony Davis,Los Angeles Lakers,27-02-2016,toe,basketball
Anthony Davis,Los Angeles Lakers,19-03-2016,shoulder,basketball
Anthony Davis,Los Angeles Lakers,24-03-2016,knee,basketball
Anthony Davis,Los Angeles Lakers,30-03-2016,knee,basketball
Anthony Davis,Los Angeles Lakers,12-10-2016,ankle,basketball
Anthony Davis,Los Angeles Lakers,16-11-2016,quadriceps,basketball
Anthony Davis,Los Angeles Lakers,11-01-2017,hip,basketball
Anthony Davis,Los Angeles Lakers,23-01-2017,quadriceps,basketball
Anthony Davis,Los Angeles Lakers,08-04-2017,knee,basketball
Anthony Davis,Los Angeles Lakers,26-10-2017,knee,basketball
Anthony Davis,Los Angeles Lakers,02-12-2017,groin,basketball
Anthony Davis,Los Angeles Lakers,11-12-2017,groin,basketball
Anthony Davis,Los Angeles Lakers,10-01-2018,ankle,basketball
Anthony Davis,Los Angeles Lakers,09-03-2018,ankle,basketball
Anthony Davis,Los Angeles Lakers,27-10-2018,elbow,basketball
Anthony Davis,Los Angeles Lakers,29-10-2018,elbow,basketball
Anthony Davis,Los Angeles Lakers,01-11-2018,elbow,basketball
Anthony Davis,Los Angeles Lakers,24-11-2018,hip,basketball
Anthony Davis,Los Angeles Lakers,31-12-2018,illness,basketball
Anthony Davis,Los Angeles Lakers,19-01-2019,finger,basketball
Anthony Davis,Los Angeles Lakers,21-01-2019,finger,basketball
Anthony Davis,Los Angeles Lakers,08-03-2019,back,basketball
Anthony Davis,Los Angeles Lakers,26-03-2019,back,basketball
Anthony Davis,Los Angeles Lakers,13-11-2019,shoulder,basketball
Anthony Davis,Los Angeles Lakers,17-12-2019,ankle,basketball
Anthony Davis,Los Angeles Lakers,10-01-2020,tailbone,basketball
Anthony Davis,Los Angeles Lakers,01-03-2020,knee,basketball
Anthony Davis,Los Angeles Lakers,13-08-2020,knee,basketball
Anthony Davis,Los Angeles Lakers,25-08-2020,back,basketball
Wayne Ellington,Los Angeles Lakers,10-11-2010,thigh,basketball
Wayne Ellington,Los Angeles Lakers,14-11-2010,thigh,basketball
Wayne Ellington,Los Angeles Lakers,15-11-2010,thigh,basketball
Wayne Ellington,Los Angeles Lakers,11-04-2012,back,basketball
Wayne Ellington,Los Angeles Lakers,12-04-2012,back,basketball
Wayne Ellington,Los Angeles Lakers,15-03-2013,ankle,basketball
Wayne Ellington,Los Angeles Lakers,12-11-2013,thigh,basketball
Wayne Ellington,Los Angeles Lakers,15-11-2013,thigh,basketball
Wayne Ellington,Los Angeles Lakers,16-11-2013,thigh,basketball
Wayne Ellington,Los Angeles Lakers,18-11-2013,thigh,basketball
Wayne Ellington,Los Angeles Lakers,20-11-2013,thigh,basketball
Wayne Ellington,Los Angeles Lakers,27-12-2013,illness,basketball
Wayne Ellington,Los Angeles Lakers,28-12-2013,illness,basketball
Wayne Ellington,Los Angeles Lakers,30-12-2013,illness,basketball
Wayne Ellington,Los Angeles Lakers,01-01-2014,illness,basketball
Wayne Ellington,Los Angeles Lakers,03-01-2014,illness,basketball
Wayne Ellington,Los Angeles Lakers,10-01-2014,illness,basketball
Wayne Ellington,Los Angeles Lakers,11-01-2014,illness,basketball
Wayne Ellington,Los Angeles Lakers,28-10-2014,concussion,basketball
Wayne Ellington,Los Angeles Lakers,02-04-2015,shoulder,basketball
Wayne Ellington,Los Angeles Lakers,22-11-2015,migraine,basketball
Wayne Ellington,Los Angeles Lakers,13-03-2016,infection,basketball
Wayne Ellington,Los Angeles Lakers,24-10-2016,quadriceps,basketball
Wayne Ellington,Los Angeles Lakers,26-10-2016,quadriceps,basketball
Wayne Ellington,Los Angeles Lakers,17-12-2016,hamstring,basketball
Wayne Ellington,Los Angeles Lakers,07-02-2018,shoulder,basketball
Wayne Ellington,Los Angeles Lakers,01-03-2018,quadriceps,basketball
Wayne Ellington,Los Angeles Lakers,17-10-2018,ankle,basketball
Wayne Ellington,Los Angeles Lakers,07-12-2019,achilles,basketball
Marc Gasol,Los Angeles Lakers,27-10-2010,ankle,basketball
Marc Gasol,Los Angeles Lakers,23-03-2013,abdominal_muscle,basketball
Marc Gasol,Los Angeles Lakers,23-11-2013,knee,basketball
Marc Gasol,Los Angeles Lakers,25-11-2013,knee,basketball
Marc Gasol,Los Angeles Lakers,08-02-2016,foot,basketball
Marc Gasol,Los Angeles Lakers,10-02-2016,foot,basketball
Marc Gasol,Los Angeles Lakers,23-02-2016,foot,basketball
Marc Gasol,Los Angeles Lakers,15-10-2016,ankle,basketball
Marc Gasol,Los Angeles Lakers,26-03-2017,foot,basketball
Marc Gasol,Los Angeles Lakers,21-12-2017,groin,basketball
Marc Gasol,Los Angeles Lakers,17-01-2018,illness,basketball
Marc Gasol,Los Angeles Lakers,19-03-2018,illness,basketball
Marc Gasol,Los Angeles Lakers,06-04-2018,DTD,basketball
Marc Gasol,Los Angeles Lakers,19-01-2019,back,basketball
Marc Gasol,Los Angeles Lakers,05-02-2019,hand,basketball
Marc Gasol,Los Angeles Lakers,19-12-2019,hamstring,basketball
Marc Gasol,Los Angeles Lakers,20-12-2019,hamstring,basketball
Marc Gasol,Los Angeles Lakers,30-01-2020,hamstring,basketball
Dwight Howard,Los Angeles Lakers,03-12-2010,virus,basketball
Dwight Howard,Los Angeles Lakers,04-12-2010,virus,basketball
Dwight Howard,Los Angeles Lakers,01-04-2012,back,basketball
Dwight Howard,Los Angeles Lakers,03-04-2012,back,basketball
Dwight Howard,Los Angeles Lakers,09-04-2012,hernia,basketball
Dwight Howard,Los Angeles Lakers,20-04-2012,hernia,basketball
Dwight Howard,Los Angeles Lakers,08-01-2013,shoulder,basketball
Dwight Howard,Los Angeles Lakers,09-01-2013,shoulder,basketball
Dwight Howard,Los Angeles Lakers,11-01-2013,shoulder,basketball
Dwight Howard,Los Angeles Lakers,01-02-2013,shoulder,basketball
Dwight Howard,Los Angeles Lakers,03-02-2013,shoulder,basketball
Dwight Howard,Los Angeles Lakers,05-02-2013,shoulder,basketball
Dwight Howard,Los Angeles Lakers,17-03-2014,ankle,basketball
Dwight Howard,Los Angeles Lakers,20-03-2014,ankle,basketball
Dwight Howard,Los Angeles Lakers,22-03-2014,ankle,basketball
Dwight Howard,Los Angeles Lakers,29-03-2014,ankle,basketball
Dwight Howard,Los Angeles Lakers,01-04-2014,ankle,basketball
Dwight Howard,Los Angeles Lakers,02-04-2014,ankle,basketball
Dwight Howard,Los Angeles Lakers,04-04-2014,ankle,basketball
Dwight Howard,Los Angeles Lakers,06-04-2014,ankle,basketball
Dwight Howard,Los Angeles Lakers,08-04-2014,ankle,basketball
Dwight Howard,Los Angeles Lakers,09-04-2014,ankle,basketball
Dwight Howard,Los Angeles Lakers,08-11-2014,flu,basketball
Dwight Howard,Los Angeles Lakers,19-11-2014,knee,basketball
Dwight Howard,Los Angeles Lakers,25-01-2015,ankle,basketball
Dwight Howard,Los Angeles Lakers,28-01-2015,ankle,basketball
Dwight Howard,Los Angeles Lakers,30-03-2015,knee,basketball
Dwight Howard,Los Angeles Lakers,06-11-2015,back,basketball
Dwight Howard,Los Angeles Lakers,14-11-2015,back,basketball
Dwight Howard,Los Angeles Lakers,07-01-2016,back,basketball
Dwight Howard,Los Angeles Lakers,21-01-2016,ankle,basketball
Dwight Howard,Los Angeles Lakers,16-11-2016,quadriceps,basketball
Dwight Howard,Los Angeles Lakers,19-12-2016,back,basketball
Dwight Howard,Los Angeles Lakers,18-10-2018,back,basketball
Dwight Howard,Los Angeles Lakers,30-11-2018,back,basketball
Dwight Howard,Los Angeles Lakers,10-03-2020,stomach,basketball
Dwight Howard,Los Angeles Lakers,05-08-2020,knee,basketball
LeBron James,Los Angeles Lakers,13-01-2011,ankle,basketball
LeBron James,Los Angeles Lakers,15-01-2011,ankle,basketball
LeBron James,Los Angeles Lakers,07-01-2012,ankle,basketball
LeBron James,Los Angeles Lakers,31-03-2013,hamstring,basketball
LeBron James,Los Angeles Lakers,02-04-2013,hamstring,basketball
LeBron James,Los Angeles Lakers,05-04-2013,hamstring,basketball
LeBron James,Los Angeles Lakers,10-04-2013,hamstring,basketball
LeBron James,Los Angeles Lakers,15-04-2013,hamstring,basketball
LeBron James,Los Angeles Lakers,28-12-2013,groin,basketball
LeBron James,Los Angeles Lakers,23-02-2014,nose,basketball
LeBron James,Los Angeles Lakers,19-03-2014,back,basketball
LeBron James,Los Angeles Lakers,11-12-2014,knee,basketball
LeBron James,Los Angeles Lakers,30-12-2014,knee,basketball
LeBron James,Los Angeles Lakers,28-01-2015,wrist,basketball
LeBron James,Los Angeles Lakers,27-02-2015,back,basketball
LeBron James,Los Angeles Lakers,25-02-2017,illness,basketball
LeBron James,Los Angeles Lakers,26-12-2018,groin,basketball
LeBron James,Los Angeles Lakers,27-12-2018,groin,basketball
LeBron James,Los Angeles Lakers,02-02-2019,groin,basketball
LeBron James,Los Angeles Lakers,19-03-2019,groin,basketball
LeBron James,Los Angeles Lakers,30-03-2019,groin,basketball
LeBron James,Los Angeles Lakers,31-03-2019,groin,basketball
LeBron James,Los Angeles Lakers,11-01-2020,illness,basketball
LeBron James,Los Angeles Lakers,26-02-2020,groin,basketball
LeBron James,Los Angeles Lakers,27-02-2020,groin,basketball
LeBron James,Los Angeles Lakers,06-08-2020,groin,basketball
Malik Monk,Los Angeles Lakers,11-12-2019,finger,basketball
Kendrick Nunn,Los Angeles Lakers,24-01-2020,achilles,basketball
Kendrick Nunn,Los Angeles Lakers,27-01-2020,achilles,basketball
Rajon Rondo,Los Angeles Lakers,21-11-2010,hamstring,basketball
Rajon Rondo,Los Angeles Lakers,05-12-2010,hamstring,basketball
Rajon Rondo,Los Angeles Lakers,16-12-2010,ankle,basketball
Rajon Rondo,Los Angeles Lakers,19-12-2010,ankle,basketball
Rajon Rondo,Los Angeles Lakers,22-12-2010,ankle,basketball
Rajon Rondo,Los Angeles Lakers,25-12-2010,ankle,basketball
Rajon Rondo,Los Angeles Lakers,31-12-2010,ankle,basketball
Rajon Rondo,Los Angeles Lakers,27-03-2011,finger,basketball
Rajon Rondo,Los Angeles Lakers,20-01-2012,wrist,basketball
Rajon Rondo,Los Angeles Lakers,22-01-2012,wrist,basketball
Rajon Rondo,Los Angeles Lakers,23-01-2012,wrist,basketball
Rajon Rondo,Los Angeles Lakers,26-01-2012,wrist,basketball
Rajon Rondo,Los Angeles Lakers,18-04-2012,back,basketball
Rajon Rondo,Los Angeles Lakers,20-04-2012,back,basketball
Rajon Rondo,Los Angeles Lakers,24-04-2012,back,basketball
Rajon Rondo,Los Angeles Lakers,15-11-2012,ankle,basketball
Rajon Rondo,Los Angeles Lakers,29-12-2012,hip,basketball
Rajon Rondo,Los Angeles Lakers,27-01-2013,knee,basketball
Rajon Rondo,Los Angeles Lakers,30-01-2013,knee,basketball
Rajon Rondo,Los Angeles Lakers,01-02-2013,knee,basketball
Rajon Rondo,Los Angeles Lakers,13-02-2013,knee,basketball
Rajon Rondo,Los Angeles Lakers,29-10-2013,knee,basketball
Rajon Rondo,Los Angeles Lakers,30-10-2013,knee,basketball
Rajon Rondo,Los Angeles Lakers,22-01-2014,knee,basketball
Rajon Rondo,Los Angeles Lakers,29-01-2014,knee,basketball
Rajon Rondo,Los Angeles Lakers,07-02-2014,knee,basketball
Rajon Rondo,Los Angeles Lakers,10-02-2014,knee,basketball
Rajon Rondo,Los Angeles Lakers,17-03-2014,knee,basketball
Rajon Rondo,Los Angeles Lakers,11-04-2014,shin,basketball
Rajon Rondo,Los Angeles Lakers,12-04-2014,shin,basketball
Rajon Rondo,Los Angeles Lakers,26-09-2014,finger,basketball
Rajon Rondo,Los Angeles Lakers,08-11-2014,hand,basketball
Rajon Rondo,Los Angeles Lakers,08-11-2014,hand,basketball
Rajon Rondo,Los Angeles Lakers,14-01-2015,achilles,basketball
Rajon Rondo,Los Angeles Lakers,02-02-2015,orbital_bone,basketball
Rajon Rondo,Los Angeles Lakers,22-04-2015,back,basketball
Rajon Rondo,Los Angeles Lakers,24-04-2015,back,basketball
Rajon Rondo,Los Angeles Lakers,05-01-2016,back,basketball
Rajon Rondo,Los Angeles Lakers,26-02-2016,thumb,basketball
Rajon Rondo,Los Angeles Lakers,16-03-2016,thumb,basketball
Rajon Rondo,Los Angeles Lakers,14-11-2016,ankle,basketball
Rajon Rondo,Los Angeles Lakers,15-11-2016,ankle,basketball
Rajon Rondo,Los Angeles Lakers,13-12-2016,ankle,basketball
Rajon Rondo,Los Angeles Lakers,06-03-2017,ankle,basketball
Rajon Rondo,Los Angeles Lakers,06-04-2017,wrist,basketball
Rajon Rondo,Los Angeles Lakers,21-04-2017,thumb,basketball
Rajon Rondo,Los Angeles Lakers,09-10-2017,hernia,basketball
Rajon Rondo,Los Angeles Lakers,17-10-2017,hernia,basketball
Rajon Rondo,Los Angeles Lakers,24-03-2018,wrist,basketball
Rajon Rondo,Los Angeles Lakers,27-03-2018,wrist,basketball
Rajon Rondo,Los Angeles Lakers,15-11-2018,hand,basketball
Rajon Rondo,Los Angeles Lakers,17-11-2018,hand,basketball
Rajon Rondo,Los Angeles Lakers,26-12-2018,finger,basketball
Rajon Rondo,Los Angeles Lakers,27-12-2018,finger,basketball
Rajon Rondo,Los Angeles Lakers,28-12-2018,finger,basketball
Rajon Rondo,Los Angeles Lakers,22-10-2019,calf,basketball
Rajon Rondo,Los Angeles Lakers,08-12-2019,hamstring,basketball
Rajon Rondo,Los Angeles Lakers,13-01-2020,finger,basketball
Rajon Rondo,Los Angeles Lakers,13-07-2020,thumb,basketball
Rajon Rondo,Los Angeles Lakers,30-07-2020,thumb,basketball
Rajon Rondo,Los Angeles Lakers,22-08-2020,back,basketball
Rajon Rondo,Los Angeles Lakers,24-08-2020,back,basketball
Russell Westbrook,Los Angeles Lakers,26-04-2013,knee,basketball
Russell Westbrook,Los Angeles Lakers,27-04-2013,knee,basketball
Russell Westbrook,Los Angeles Lakers,27-04-2013,knee,basketball
Russell Westbrook,Los Angeles Lakers,01-10-2013,knee,basketball
Russell Westbrook,Los Angeles Lakers,30-10-2013,knee,basketball
Russell Westbrook,Los Angeles Lakers,24-11-2013,knee,basketball
Russell Westbrook,Los Angeles Lakers,27-12-2013,knee,basketball
Russell Westbrook,Los Angeles Lakers,27-12-2013,knee,basketball
Russell Westbrook,Los Angeles Lakers,20-03-2014,knee,basketball
Russell Westbrook,Los Angeles Lakers,24-03-2014,knee,basketball
Russell Westbrook,Los Angeles Lakers,04-04-2014,knee,basketball
Russell Westbrook,Los Angeles Lakers,08-04-2014,knee,basketball
Russell Westbrook,Los Angeles Lakers,30-10-2014,hand,basketball
